0,0.2418456077575684
1,0.2111872732639313
2,0.2689894139766693
3,0.2158380299806595
4,0.21993507444858548
5,0.14902789890766144
6,0.10044234246015547
7,0.056796234101057046
8,0.034417040646076195
9,0.16239412128925323
10,0.08781129121780396
11,0.04768364503979683
12,0.0
13,0.10795220732688902
14,0.10681182146072388
15,0.03523551672697067
16,-0.019759975373744965
17,-0.029450086876749992
18,0.04763779789209366
19,-0.010630740784108639
20,-0.015144793316721916
21,-0.025257481262087822
22,-0.04697602242231369
23,-0.01308728754520416
24,-0.11781102418899538
25,-0.1264776885509491
26,-0.11528061330318452
27,-0.18904046714305878
28,-0.13016656041145325
29,-0.1015067473053932
30,-0.11316955089569093
31,-0.12301259487867357
32,-0.08919388800859451
33,-0.06869813054800034
34,0.0
35,0.0
36,0.18450759351253507
37,-0.09241725504398346
38,-0.21691840887069702
39,-0.3327361047267914
40,-0.3057192265987396
41,-0.21457627415657043
42,-0.2431318610906601
43,-0.22041043639183042
44,-0.19572289288043976
45,-0.16541297733783722
46,-0.1467778980731964
47,-0.1395398825407028
48,-0.05938876420259475
49,-0.0353490486741066
50,-0.025339068844914433
51,-0.02423824556171894
